id,name,genre,developers,publishers,releaseDates
555,Dragon Ball FighterZ,[],['Arc System Works'],['Bandai Namco Entertainment'],"{'Japan': 'Feb 1, 2018', 'NorthAmerica': 'Jan 26, 2018', 'Europe': 'Jan 26, 2018', 'Australia': 'Jan 26, 2018'}"
556,Dragon Ball Xenoverse,[],['Dimps'],['Bandai Namco Entertainment'],"{'Japan': 'Feb 5, 2015', 'NorthAmerica': 'Feb 13, 2015', 'Europe': 'Feb 24, 2015', 'Australia': 'Feb 24, 2015'}"
557,Dragon Ball Xenoverse 2,[],['Dimps'],['Bandai Namco Entertainment'],"{'Japan': 'Nov 2, 2016', 'NorthAmerica': 'Oct 28, 2016', 'Europe': 'Oct 25, 2016', 'Australia': 'Oct 25, 2016'}"
558,Dragon Ball Z: Kakarot,[],['CyberConnect2'],['Bandai Namco Entertainment'],"{'Japan': 'Jan 16, 2020', 'NorthAmerica': 'Jan 17, 2020', 'Europe': 'Jan 17, 2020', 'Australia': 'Jan 17, 2020'}"
559,DragonFangZ: The Rose & Dungeon of Time,[],['Toydea'],['Toydea'],"{'Japan': 'Mar 29, 2018', 'NorthAmerica': 'Jun 10, 2019', 'Europe': 'May 29, 2019', 'Australia': 'May 29, 2019'}"
560,Dragon Fantasy: The Black Tome of Ice,[],['Muteki Corporation'],['Muteki Corporation'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Unreleased', 'Europe': 'Mar 22, 2016', 'Australia': 'Mar 22, 2016'}"
561,Dragon Fin Soup,[],['Grimm Bros'],['Grimm Bros'],"{'Japan': 'Dec 2, 2015', 'NorthAmerica': 'Nov 3, 2015', 'Europe': 'Nov 3, 2015', 'Australia': 'Nov 3, 2015'}"
562,Dragon's Crown Pro,[],['Vanillaware'],['Atlus'],"{'Japan': 'Feb 8, 2018', 'NorthAmerica': 'May 15, 2018', 'Europe': 'May 15, 2018', 'Australia': 'May 15, 2018'}"
563,Dragon Quest Builders,[],['Square Enix'],['Square Enix'],"{'Japan': 'Jan 28, 2016', 'NorthAmerica': 'Oct 14, 2016', 'Europe': 'Oct 11, 2016', 'Australia': 'Oct 11, 2016'}"
564,Dragon Quest Builders 2,[],['Square Enix'],['Square Enix'],"{'Japan': 'Dec 20, 2018', 'NorthAmerica': 'Jul 12, 2019', 'Europe': 'Jul 12, 2019', 'Australia': 'Jul 12, 2019'}"
565,Dragon Quest Heroes,[],['Koei Tecmo'],['Square Enix'],"{'Japan': 'Feb 26, 2015', 'NorthAmerica': 'Oct 16, 2015', 'Europe': 'Oct 13, 2015', 'Australia': 'Oct 13, 2015'}"
566,Dragon Quest Heroes II,[],['Koei Tecmo'],['Square Enix'],"{'Japan': 'May 27, 2016', 'NorthAmerica': 'Apr 28, 2017', 'Europe': 'Apr 25, 2017', 'Australia': 'Apr 25, 2017'}"
567,Dragon Quest X,['MMORPG'],['Square Enix'],['Square Enix'],"{'Japan': 'Aug 17, 2017', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
568,Dragon Quest XI,[],['Square Enix'],['Square Enix'],"{'Japan': 'Jul 29, 2017', 'NorthAmerica': 'Sep 4, 2018', 'Europe': 'Sep 4, 2018', 'Australia': 'Sep 4, 2018'}"
569,Dragon's Dogma: Dark Arisen,[],['Capcom'],['Capcom'],"{'Japan': 'Oct 5, 2017', 'NorthAmerica': 'Oct 3, 2017', 'Europe': 'Oct 3, 2017', 'Australia': 'Oct 3, 2017'}"
570,Dragon Star Varnir,[],['Compile Heart'],"['NA: Idea Factory', 'EU: Reef']","{'Japan': 'Oct 11, 2018', 'NorthAmerica': 'Jun 14, 2019', 'Europe': 'Jun 11, 2019', 'Australia': 'Jun 11, 2019'}"
571,Draw a Stickman: Epic 2,[],['Hitcents'],['Hitcents'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 15, 2019', 'Europe': 'Oct 16, 2019', 'Australia': 'Oct 16, 2019'}"
572,Drawful 2,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 21, 2016', 'Europe': 'Jun 21, 2016', 'Australia': 'Jun 21, 2016'}"
573,Drawn to Death,[],['Bartlet Jones'],['Sony Interactive Entertainment'],"{'Japan': 'Apr 4, 2017', 'NorthAmerica': 'Apr 4, 2017', 'Europe': 'Apr 4, 2017', 'Australia': 'Apr 4, 2017'}"
574,Dreamfall Chapters: The Longest Journey,[],['Red Thread Games'],['Deep Silver'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 24, 2017', 'Europe': 'Mar 24, 2017', 'Australia': 'Mar 24, 2017'}"
575,Dreams,['Game creation system'],['Media Molecule'],['Sony Interactive Entertainment'],"{'Japan': 'Feb 14, 2020', 'NorthAmerica': 'Feb 14, 2020', 'Europe': 'Feb 14, 2020', 'Australia': 'Feb 14, 2020'}"
576,Dreamwalker: Never Fall Asleep,['Hidden object'],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 10, 2019', 'Europe': 'Dec 10, 2019', 'Australia': 'Dec 10, 2019'}"
577,Dreii,[],['Etter Studio'],['bitforge'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 9, 2016', 'Europe': 'Mar 9, 2016', 'Australia': 'Mar 9, 2016'}"
578,Driveclub,['Racing'],['Evolution Studios'],['Sony Computer Entertainment'],"{'Japan': 'Oct 9, 2014', 'NorthAmerica': 'Oct 8, 2014', 'Europe': 'Oct 7, 2014', 'Australia': 'Oct 7, 2014'}"
579,Driveclub Bikes,[],['Evolution Studios'],['Sony Computer Entertainment'],"{'Japan': 'Oct 29, 2015', 'NorthAmerica': 'Oct 27, 2015', 'Europe': 'Oct 27, 2015', 'Australia': 'Oct 27, 2015'}"
580,Duck Game,[],['Landon Podbielski'],['Adult Swim Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 22, 2017', 'Europe': 'Aug 22, 2017', 'Australia': 'Aug 22, 2017'}"
581,Duke Nukem 3D: 20th Anniversary World Tour,[],['Gearbox Software'],['Gearbox Software'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 11, 2016', 'Europe': 'Oct 11, 2016', 'Australia': 'Oct 11, 2016'}"
582,Dungeon Defenders: Awakened,[],['Chromatic Games'],['Chromatic Games'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
583,Dungeon of the Endless,[],['Amplitude Studios'],['Playdigious'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
584,Dungeon Punks,[],['Hyper Awesome'],['Hyper Awesome'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 26, 2016', 'Europe': 'Jul 26, 2016', 'Australia': 'Jul 26, 2016'}"
585,Dungeons 2,[],['Realmforge Studios'],['Kalypso Media'],"{'Japan': 'Feb 16, 2017', 'NorthAmerica': 'May 27, 2016', 'Europe': 'May 24, 2016', 'Australia': 'May 24, 2016'}"
586,Dungeons 3,[],['Realmforge Studios'],['Kalypso Media'],"{'Japan': 'May 31, 2018', 'NorthAmerica': 'Oct 13, 2017', 'Europe': 'Oct 17, 2017', 'Australia': 'Oct 17, 2017'}"
587,Dungeon Village,[],['Kairosoft'],['Kairosoft'],"{'Japan': 'Dec 5, 2019', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
588,Dusk Diver,[],['Jera Game Studio'],"['JP: Justdan International', 'WW: PQube']","{'Japan': 'Oct 24, 2019', 'NorthAmerica': 'Oct 25, 2019', 'Europe': 'Oct 29, 2019', 'Australia': 'Oct 29, 2019'}"
589,Dust: An Elysian Tail,[],['Humble Hearts'],['Humble Hearts'],"{'Japan': 'Nov 12, 2014', 'NorthAmerica': 'Oct 8, 2014', 'Europe': 'Oct 7, 2014', 'Australia': 'Oct 7, 2014'}"
590,Dustoff Heli Rescue 2,[],['Rainy Frog'],['Ratalaika Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 20, 2017', 'Europe': 'Dec 19, 2017', 'Australia': 'Dec 19, 2017'}"
591,The Dwarves,[],['King Art Games'],['King Art Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 1, 2016', 'Europe': 'Dec 1, 2016', 'Australia': 'Dec 1, 2016'}"
592,Dying Light,[],['Techland'],['WB Games'],"{'Japan': 'Apr 16, 2015', 'NorthAmerica': 'Jan 30, 2015', 'Europe': 'Jan 27, 2015', 'Australia': 'Jan 27, 2015'}"
593,Dying Light 2,[],['Techland'],"['NA: Square Enix', 'WW: Techland']","{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
594,Dynasty Warriors 8: Empires,[],['Omega Force'],['Tecmo Koei'],"{'Japan': 'Nov 20, 2014', 'NorthAmerica': 'Jan 30, 2015', 'Europe': 'Jan 30, 2015', 'Australia': 'Jan 30, 2015'}"
595,Dynasty Warriors 8: Xtreme Legends Complete Edition,[],['Omega Force'],['Tecmo Koei'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Apr 4, 2014', 'Europe': 'Mar 25, 2014', 'Australia': 'Mar 25, 2014'}"
596,Dynasty Warriors 9,[],['Omega Force'],['Koei Tecmo'],"{'Japan': 'Feb 8, 2018', 'NorthAmerica': 'Feb 13, 2018', 'Europe': 'Feb 13, 2018', 'Australia': 'Feb 13, 2018'}"
597,Dynasty Warriors: Godseekers,[],['Omega Force'],['Tecmo Koei'],"{'Japan': 'Aug 3, 2016', 'NorthAmerica': 'Feb 1, 2017', 'Europe': 'Jan 31, 2017', 'Australia': 'Jan 31, 2017'}"
598,Earth Atlantis,[],['Pixel Perfex'],['Headup Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 1, 2018', 'Europe': 'Jun 1, 2018', 'Australia': 'Jun 1, 2018'}"
599,Earth Defense Force 4.1,['Third-person shooter'],['Sandlot'],['D3 Publisher'],"{'Japan': 'Apr 2, 2015', 'NorthAmerica': 'Feb 12, 2016', 'Europe': 'Dec 8, 2015', 'Australia': 'Dec 8, 2015'}"
600,Earth Defense Force 5,[],['Sandlot'],['D3 Publisher'],"{'Japan': 'Dec 7, 2017', 'NorthAmerica': 'Dec 11, 2018', 'Europe': 'Dec 11, 2018', 'Australia': 'Dec 11, 2018'}"
601,Earth Defense Force: Iron Rain,[],"[""Yuke's Media Creations""]",['D3 Publisher'],"{'Japan': 'Apr 11, 2019', 'NorthAmerica': 'Apr 11, 2019', 'Europe': 'Apr 11, 2019', 'Australia': 'Apr 11, 2019'}"
602,Earth Wars,[],['One or Eight'],['Rising Star Games'],"{'Japan': 'Sep 18, 2015', 'NorthAmerica': 'Oct 28, 2016', 'Europe': 'Nov 1, 2016', 'Australia': 'Nov 1, 2016'}"
603,Earthfall,[],['Holospark Games'],['Holospark Games'],"{'Japan': 'Jul 23, 2019', 'NorthAmerica': 'Jul 13, 2018', 'Europe': 'Jul 13, 2018', 'Australia': 'Jul 13, 2018'}"
604,Earthlock: Festival of Magic,[],['Snowcastle Games'],['Snowcastle Games'],"{'Japan': 'Jan 27, 2017', 'NorthAmerica': 'Jan 27, 2017', 'Europe': 'Jan 27, 2017', 'Australia': 'Jan 27, 2017'}"
605,EA Sports UFC,[],['EA Canada'],['Electronic Arts'],"{'Japan': 'Nov 20, 2014', 'NorthAmerica': 'Jun 17, 2014', 'Europe': 'Jun 17, 2014', 'Australia': 'Jun 17, 2014'}"
606,EA Sports UFC 2,[],['EA Canada'],['Electronic Arts'],"{'Japan': 'Aug 30, 2016', 'NorthAmerica': 'Mar 17, 2016', 'Europe': 'Mar 15, 2016', 'Australia': 'Mar 15, 2016'}"
607,EA Sports UFC 3,[],['EA Canada'],['Electronic Arts'],"{'Japan': 'Feb 2, 2018', 'NorthAmerica': 'Feb 2, 2018', 'Europe': 'Feb 2, 2018', 'Australia': 'Feb 2, 2018'}"
608,Eastshade,[],['Eastshade Studios'],['Eastshade Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 29, 2019', 'Europe': 'Oct 21, 2019', 'Australia': 'Oct 21, 2019'}"
609,Echo,[],['Ultra Ultra'],['Ultra Ultra'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 11, 2017', 'Europe': 'Oct 11, 2017', 'Australia': 'Oct 11, 2017'}"
610,Edge of Eternity,[],['Midgar Studio'],['Midgar Studio'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
611,Edna & Harvey: Harvey's New Eyes,['Graphic adventure'],['Daedalic Entertainment'],['Daedalic Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 14, 2019', 'Europe': 'Aug 14, 2019', 'Australia': 'Aug 14, 2019'}"
612,Effie,[],['Inverge Studios'],['Inverge Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 4, 2019', 'Europe': 'Jun 4, 2019', 'Australia': 'Jun 4, 2019'}"
613,eFootball Pro Evolution Soccer 2020,[],['PES Productions'],['Konami'],"{'Japan': 'Sep 10, 2019', 'NorthAmerica': 'Sep 10, 2019', 'Europe': 'Sep 10, 2019', 'Australia': 'Sep 10, 2019'}"
614,Eitr,[],['Eneme Entertainment'],['Devolver Digital'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
615,Elden Ring,[],['FromSoftware'],['Bandai Namco'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
616,The Elder Scrolls Online,[],['ZeniMax Online Studios'],['Bethesda Softworks'],"{'Japan': 'Jun 9, 2015', 'NorthAmerica': 'Jun 9, 2015', 'Europe': 'Jun 9, 2015', 'Australia': 'Jun 9, 2015'}"
617,The Elder Scrolls V: Skyrim – Special Edition,[],['Bethesda Game Studios'],['Bethesda Softworks'],"{'Japan': 'Oct 28, 2016', 'NorthAmerica': 'Oct 28, 2016', 'Europe': 'Oct 28, 2016', 'Australia': 'Oct 28, 2016'}"
618,Electronic Super Joy,[],['Loot Interactive'],['Michael Todd'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 21, 2016', 'Europe': 'Jun 21, 2016', 'Australia': 'Jun 21, 2016'}"
619,ELEX,[],['Piranha Bytes'],['Nordic Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 17, 2017', 'Europe': 'Oct 17, 2017', 'Australia': 'Oct 17, 2017'}"
620,Elliot Quest,"['Platform-adventure', 'metroidvania']",['Ansimuz Games'],['Ansimuz Games'],"{'Japan': 'May 11, 2017', 'NorthAmerica': 'May 11, 2017', 'Europe': 'May 11, 2017', 'Australia': 'May 11, 2017'}"
621,Elite: Dangerous,[],['Frontier Developments'],['Frontier Developments'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 27, 2017', 'Europe': 'Jun 27, 2017', 'Australia': 'Jun 27, 2017'}"
622,Embers of Mirrim,[],['Creative Bytes'],['Creative Bytes'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 23, 2017', 'Europe': 'May 23, 2017', 'Australia': 'May 23, 2017'}"
623,Emily Wants to Play,['Survival horror'],['Shawn Hitchcock'],['SKH Apps'],"{'Japan': 'Feb 9, 2017', 'NorthAmerica': 'Aug 9, 2016', 'Europe': 'Aug 9, 2016', 'Australia': 'Aug 9, 2016'}"
624,Empire of Sin,[],['Romero Games'],['Paradox Interactive'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
625,The End Is Nigh,[],['Edmund McMillen'],['Nicalis'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 30, 2019', 'Europe': 'Apr 30, 2019', 'Australia': 'Apr 30, 2019'}"
626,Energy Hook,[],['Happion Labs'],['Happion Labs'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 5, 2016', 'Europe': 'Jul 5, 2016', 'Australia': 'Jul 5, 2016'}"
627,Enigmatis: The Ghosts of Maple Creek,['Hidden object'],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 24, 2017', 'Europe': 'Jan 24, 2017', 'Australia': 'Jan 24, 2017'}"
628,Enigmatis 2: The Mists of Ravenwood,[],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 30, 2017', 'Europe': 'May 30, 2017', 'Australia': 'May 30, 2017'}"
629,Enigmatis 3: The Shadow of Karkhala,[],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 6, 2018', 'Europe': 'Apr 6, 2018', 'Australia': 'Apr 6, 2018'}"
630,Enter the Gungeon,['Bullet hell'],['Dodge Roll'],['Devolver Digital'],"{'Japan': 'Apr 20, 2016', 'NorthAmerica': 'Apr 5, 2016', 'Europe': 'Apr 5, 2016', 'Australia': 'Apr 5, 2016'}"
631,Entwined,[],['Pixelopus'],['Sony Computer Entertainment'],"{'Japan': 'Jun 19, 2014', 'NorthAmerica': 'Jun 9, 2014', 'Europe': 'Jun 9, 2014', 'Australia': 'Jun 9, 2014'}"
632,Erica,[],['Flavourworks'],['Sony Interactive Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 20, 2019', 'Europe': 'Aug 20, 2019', 'Australia': 'Aug 20, 2019'}"
633,Escape Plan,[],['Fun Bits Interactive'],['Sony Computer Entertainment'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Dec 3, 2013', 'Australia': 'Dec 3, 2013'}"
634,Escape Goat 2,[],['MagicalTimeBean'],['Double Fine Productions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 26, 2014', 'Europe': 'Oct 21, 2014', 'Australia': 'Oct 21, 2014'}"
635,The Escapists,[],['Mouldy Toof Studios'],['Team17'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 29, 2015', 'Europe': 'Jun 2, 2015', 'Australia': 'Jun 2, 2015'}"
636,The Escapists 2,[],['Mouldy Toof Studios'],['Team17'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 22, 2017', 'Europe': 'Aug 22, 2017', 'Australia': 'Aug 22, 2017'}"
637,ESP Ra.De. Psy,"[""Shoot 'em up""]","['Cave', 'M2']",['M2'],"{'Japan': 'Dec 19, 2019', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
638,Ether One,[],['White Paper Games'],['White Paper Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 5, 2015', 'Europe': 'May 5, 2015', 'Australia': 'May 5, 2015'}"
639,Etherborn,[],['Altered Matter'],['Altered Matter'],"{'Japan': 'Oct 3, 2019', 'NorthAmerica': 'Jul 18, 2019', 'Europe': 'Jul 18, 2019', 'Australia': 'Jul 18, 2019'}"
640,Euro Fishing,[],['Dovetail Games'],['Dovetail Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 11, 2017', 'Europe': 'Apr 11, 2017', 'Australia': 'Apr 11, 2017'}"
641,Eve: Valkyrie - Warzone,[],['CCP Games'],['CCP Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 26, 2017', 'Europe': 'Sep 26, 2017', 'Australia': 'Sep 26, 2017'}"
642,Eventide: Slavic Fable,['Hidden object'],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 25, 2017', 'Europe': 'Apr 25, 2017', 'Australia': 'Apr 25, 2017'}"
643,Eventide 2: Sorcerer's Mirror,[],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 26, 2017', 'Europe': 'Sep 26, 2017', 'Australia': 'Sep 26, 2017'}"
644,Eventide 3: Legacy of Legends,[],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 29, 2018', 'Europe': 'Jun 29, 2018', 'Australia': 'Jun 29, 2018'}"
645,Everspace,[],['Rockfish Games'],['BadLand Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 29, 2018', 'Europe': 'May 29, 2018', 'Australia': 'May 29, 2018'}"
646,Everspace 2,[],['Rockfish Games'],['BadLand Games'],"{'Japan': 'Unreleased', 'NorthAmerica': '2021', 'Europe': '2021', 'Australia': '2021'}"
647,Everybody's Golf,[],['Clap Hanz'],['Sony Computer Entertainment'],"{'Japan': 'Aug 31, 2017', 'NorthAmerica': 'Aug 30, 2017', 'Europe': 'Aug 29, 2017', 'Australia': 'Aug 29, 2017'}"
648,Everybody's Gone to the Rapture,[],['The Chinese Room'],['Sony Computer Entertainment'],"{'Japan': 'Aug 11, 2015', 'NorthAmerica': 'Aug 11, 2015', 'Europe': 'Aug 11, 2015', 'Australia': 'Aug 11, 2015'}"
649,Everything,[],['David OReilly'],['Double Fine Productions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 21, 2017', 'Europe': 'Mar 21, 2017', 'Australia': 'Mar 21, 2017'}"
650,The Evil Within,[],['Tango Gameworks'],['Bethesda Softworks'],"{'Japan': 'Oct 23, 2014', 'NorthAmerica': 'Oct 17, 2014', 'Europe': 'Oct 14, 2014', 'Australia': 'Oct 14, 2014'}"
651,The Evil Within 2,[],['Tango Gameworks'],['Bethesda Softworks'],"{'Japan': 'Oct 19, 2017', 'NorthAmerica': 'Oct 13, 2017', 'Europe': 'Oct 13, 2017', 'Australia': 'Oct 13, 2017'}"
652,Evolve,[],['Turtle Rock Studios'],['2K Games'],"{'Japan': 'Mar 5, 2015', 'NorthAmerica': 'Feb 10, 2015', 'Europe': 'Feb 10, 2015', 'Australia': 'Feb 10, 2015'}"
653,Evotinction,[],['Spikewave Games'],['Spikewave Games'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
654,Exception,[],['Traxmaster Software'],['Traxmaster Software'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 13, 2019', 'Europe': 'Aug 14, 2019', 'Australia': 'Aug 14, 2019'}"
655,Exile's End,[],['Magnetic Realms'],['Xseed Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 26, 2016', 'Europe': 'Oct 25, 2016', 'Australia': 'Oct 25, 2016'}"
656,Exist Archive,['Role-playing'],['tri-Ace'],['Spike Chunsoft'],"{'Japan': 'Dec 17, 2015', 'NorthAmerica': 'Oct 18, 2016', 'Europe': 'Oct 18, 2016', 'Australia': 'Oct 18, 2016'}"
657,Extinction,[],['Iron Galaxy Studio'],['Maximum Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 10, 2018', 'Europe': 'Apr 10, 2018', 'Australia': 'Apr 10, 2018'}"
658,F1 2015,[],['Codemasters'],['Codemasters'],"{'Japan': 'Jul 30, 2015', 'NorthAmerica': 'Jun 10, 2015', 'Europe': 'Jun 21, 2015', 'Australia': 'Jun 21, 2015'}"
659,F1 2016,[],['Codemasters'],['Codemasters'],"{'Japan': 'Aug 19, 2016', 'NorthAmerica': 'Aug 19, 2016', 'Europe': 'Aug 19, 2016', 'Australia': 'Aug 19, 2016'}"
660,F1 2017,[],['Codemasters'],['Codemasters'],"{'Japan': 'Aug 25, 2017', 'NorthAmerica': 'Aug 25, 2017', 'Europe': 'Aug 25, 2017', 'Australia': 'Aug 25, 2017'}"
661,F1 2018,[],['Codemasters'],['Codemasters'],"{'Japan': 'Aug 24, 2018', 'NorthAmerica': 'Aug 24, 2018', 'Europe': 'Aug 24, 2018', 'Australia': 'Aug 24, 2018'}"
662,F1 2019,[],['Codemasters'],['Codemasters'],"{'Japan': 'Jun 28, 2019', 'NorthAmerica': 'Jun 28, 2019', 'Europe': 'Jun 28, 2019', 'Australia': 'Jun 28, 2019'}"
663,Fairy Fencer F: Advent Dark Force,['Japanese role-playing'],['Compile Heart'],['Idea Factory'],"{'Japan': 'Nov 5, 2015', 'NorthAmerica': 'Jul 29, 2016', 'Europe': 'Jul 26, 2016', 'Australia': 'Jul 26, 2016'}"
664,Fairy Tail,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Mar 19, 2020', 'NorthAmerica': 'Mar 19, 2020', 'Europe': 'Mar 19, 2020', 'Australia': 'Mar 19, 2020'}"
665,The Fall,[],['Over the Moon'],['Over the Moon'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 14, 2015', 'Europe': 'Jul 14, 2015', 'Australia': 'Jul 14, 2015'}"
666,The Fall Part 2: Unbound,[],['Over the Moon'],['Over the Moon'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 13, 2018', 'Europe': 'Feb 13, 2018', 'Australia': 'Feb 13, 2018'}"
667,Fall Guys: Ultimate Knockout,['Battle royale'],['Mediatonic'],['Devolver Digital'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
668,Fallen Legion: Sins of an Empire,[],['Yummy Yummy Tummy'],['Acttil'],"{'Japan': 'Jan 31, 2018', 'NorthAmerica': 'Jul 25, 2017', 'Europe': 'Jul 25, 2017', 'Australia': 'Jul 25, 2017'}"
669,Fallout 4,[],['Bethesda Game Studios'],['Bethesda Softworks'],"{'Japan': 'Dec 17, 2015', 'NorthAmerica': 'Nov 10, 2015', 'Europe': 'Nov 10, 2015', 'Australia': 'Nov 10, 2015'}"
670,Fallout 76,[],['Bethesda Game Studios'],['Bethesda Softworks'],"{'Japan': 'Nov 14, 2018', 'NorthAmerica': 'Nov 14, 2018', 'Europe': 'Nov 14, 2018', 'Australia': 'Nov 14, 2018'}"
671,Fantasy Strike,[],['Sirlin Games'],['Sirlin Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 25, 2019', 'Europe': 'Jul 25, 2019', 'Australia': 'Jul 25, 2019'}"
672,Far Cry 4,[],['Ubisoft Montreal'],['Ubisoft'],"{'Japan': 'Jan 22, 2015', 'NorthAmerica': 'Nov 20, 2014', 'Europe': 'Nov 18, 2014', 'Australia': 'Nov 18, 2014'}"
673,Far Cry 5,[],['Ubisoft Montreal'],['Ubisoft'],"{'Japan': 'Mar 29, 2018', 'NorthAmerica': 'Mar 27, 2018', 'Europe': 'Mar 27, 2018', 'Australia': 'Mar 27, 2018'}"
674,Far Cry Primal,[],['Ubisoft Montreal'],['Ubisoft'],"{'Japan': 'Mar 24, 2016', 'NorthAmerica': 'Feb 23, 2016', 'Europe': 'Feb 23, 2016', 'Australia': 'Feb 23, 2016'}"
675,FAR: Lone Sails,[],"[""Mr. Whale's Game Service""]",['Mixtvision'],"{'Japan': 'May 23, 2019', 'NorthAmerica': 'Apr 2, 2019', 'Europe': 'Apr 2, 2019', 'Australia': 'Apr 2, 2019'}"
676,Farming Simulator 15,[],['Giants Software'],['Focus Home Interactive'],"{'Japan': 'Nov 26, 2015', 'NorthAmerica': 'May 21, 2015', 'Europe': 'May 19, 2015', 'Australia': 'May 19, 2015'}"
677,Farming Simulator 17,[],['Giants Software'],['Focus Home Interactive'],"{'Japan': 'Mar 23, 2017', 'NorthAmerica': 'Oct 24, 2016', 'Europe': 'Oct 24, 2016', 'Australia': 'Oct 24, 2016'}"
678,Farming Simulator 19,[],['Giants Software'],['Focus Home Interactive'],"{'Japan': 'Feb 7, 2019', 'NorthAmerica': 'Nov 20, 2018', 'Europe': 'Nov 20, 2018', 'Australia': 'Nov 20, 2018'}"
679,Farm Together,[],['Milkstone Studios'],['Milkstone Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 25, 2019', 'Europe': 'Feb 20, 2019', 'Australia': 'Feb 20, 2019'}"
